kind,class_source,field_source,destination_name,suggested_name,unresolved_tokens,xpath_hint
class-field,gest.intervention.IntervVehAccident,mMntParKM,mntParKM,mntParKm,mnt|Par|KM,/classes/class[@source='gest.intervention.IntervVehAccident']/field[@source='mMntParKM']
class-field,gest.intervention.IntervVehAccident,mNbrKMPourExcedent,nbrKMPourExcedent,nombreKmPourExcedent,KM|Pour,/classes/class[@source='gest.intervention.IntervVehAccident']/field[@source='mNbrKMPourExcedent']
class-field,gest.intervention.IntervVehAccident,mIDFournSAAQ,idFournSAAQ,idFournSaaq,SAAQ,/classes/class[@source='gest.intervention.IntervVehAccident']/field[@source='mIDFournSAAQ']
class-field,gest.intervention.IntervVehFeu,mFeuSurvenu,feuSurvenu,feuSurvenu,feu,/classes/class[@source='gest.intervention.IntervVehFeu']/field[@source='mFeuSurvenu']
class-field,gest.intervention.IntervVehFeu,mGenererDSI,genererDSI,genererDsi,DSI,/classes/class[@source='gest.intervention.IntervVehFeu']/field[@source='mGenererDSI']
class-field,gest.intervention.IntervVehicule,mAssAdresse,assAdresse,assAdresse,ass,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mAssAdresse']
class-field,gest.intervention.IntervVehicule,mAssNom,assNom,assNom,ass|Nom,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mAssNom']
class-field,gest.intervention.IntervVehicule,mAssNumPolice,assNumPolice,assNumeroPolice,ass,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mAssNumPolice']
class-field,gest.intervention.IntervVehicule,mIntervVehAccident,intervVehAccident,interventionVehAccident,Veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mIntervVehAccident']
class-field,gest.intervention.IntervVehicule,mIntervVehFeu,intervVehFeu,interventionVehFeu,Veh|Feu,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mIntervVehFeu']
class-field,gest.intervention.IntervVehicule,mPropAutreQueRepondant,propAutreQueRepondant,proprieteAutreQueRepondant,Que,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mPropAutreQueRepondant']
class-field,gest.intervention.IntervVehicule,mPropNom,propNom,proprieteNom,Nom,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mPropNom']
class-field,gest.intervention.IntervVehicule,mVehAnnee,vehAnnee,vehAnnee,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehAnnee']
class-field,gest.intervention.IntervVehicule,mVehCommentaire,vehCommentaire,vehCommentaire,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehCommentaire']
class-field,gest.intervention.IntervVehicule,mVehCouleur,vehCouleur,vehCouleur,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehCouleur']
class-field,gest.intervention.IntervVehicule,mVehMarque,vehMarque,vehMarque,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehMarque']
class-field,gest.intervention.IntervVehicule,mVehModele,vehModele,vehModele,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehModele']
class-field,gest.intervention.IntervVehicule,mVehNumSerie,vehNumSerie,vehNumeroSerie,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehNumSerie']
class-field,gest.intervention.IntervVehicule,mVehPlaque,vehPlaque,vehPlaque,veh,/classes/class[@source='gest.intervention.IntervVehicule']/field[@source='mVehPlaque']
class-field,gest.intervention.IntervVictimeDetail,mAge,age,age,age,/classes/class[@source='gest.intervention.IntervVictimeDetail']/field[@source='mAge']
class-field,gest.intervention.IntervVictimeDetail,mEtat,etat,etat,etat,/classes/class[@source='gest.intervention.IntervVictimeDetail']/field[@source='mEtat']
class-field,gest.intervention.IntervVictimeDetail,mSexe,sexe,sexe,sexe,/classes/class[@source='gest.intervention.IntervVictimeDetail']/field[@source='mSexe']
class-field,gest.intervention.IntervVictimeDetail,mIDEtat,idEtat,idEtat,Etat,/classes/class[@source='gest.intervention.IntervVictimeDetail']/field[@source='mIDEtat']
class-field,gest.intervention.IntervVictimeDetail,mIDSexe,idSexe,idSexe,Sexe,/classes/class[@source='gest.intervention.IntervVictimeDetail']/field[@source='mIDSexe']
class-field,gest.intervention.Intervention,mCompteRenduRaoEditable,compteRenduRaoEditable,compteRenduRaoEditable,Rao,/classes/class[@source='gest.intervention.Intervention']/field[@source='mCompteRenduRaoEditable']
class-field,gest.intervention.Intervention,mCoutTotal,coutTotal,coutTotal,cout,/classes/class[@source='gest.intervention.Intervention']/field[@source='mCoutTotal']
class-field,gest.intervention.Intervention,mDossPrevAValiderPourSub,dossierAdresseAValiderPourSub,dossierAdresseAValiderPourSub,A|Pour|Sub,/classes/class[@source='gest.intervention.Intervention']/field[@source='mDossPrevAValiderPourSub']
class-field,gest.intervention.Intervention,mGenererDSI2003,genererDSI2003,genererDsi2003,DSI|2003,/classes/class[@source='gest.intervention.Intervention']/field[@source='mGenererDSI2003']
class-field,gest.intervention.Intervention,mIdentJour,identJour,identJour,Jour,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIdentJour']
class-field,gest.intervention.Intervention,mIntervFeuExterieur,interventionFeuExterieur,interventionFeuExterieur,Feu,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIntervFeuExterieur']
class-field,gest.intervention.Intervention,mIntervMemoFacturation,interventionMemoFacturation,interventionMemoFacturation,Memo,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIntervMemoFacturation']
class-field,gest.intervention.Intervention,mLieu,lieu,lieu,lieu,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieu']
class-field,gest.intervention.Intervention,mLieuArrond,lieuArrond,lieuArrond,lieu,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieuArrond']
class-field,gest.intervention.Intervention,mLieuCodeGeo,lieuCodeGeo,lieuCodeGeo,lieu|Code|Geo,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieuCodeGeo']
class-field,gest.intervention.Intervention,mLieuCodePost,lieuCodePost,lieuCodePost,lieu|Code|Post,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieuCodePost']
class-field,gest.intervention.Intervention,mLieuInterv,lieuInterv,lieuIntervention,lieu,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieuInterv']
class-field,gest.intervention.Intervention,mLieuSecteur,lieuSecteur,lieuSecteur,lieu,/classes/class[@source='gest.intervention.Intervention']/field[@source='mLieuSecteur']
class-field,gest.intervention.Intervention,mNumConfirmDSI2003,numeroConfirmationDSI2003,numeroConfirmationDsi2003,DSI|2003,/classes/class[@source='gest.intervention.Intervention']/field[@source='mNumConfirmDSI2003']
class-field,gest.intervention.Intervention,mNumDossierMemeInterv,numeroDossierMemeInterv,numeroDossierMemeIntervention,Meme,/classes/class[@source='gest.intervention.Intervention']/field[@source='mNumDossierMemeInterv']
class-field,gest.intervention.Intervention,mTypeEvenement,typeEvenement,typeEvenement,type,/classes/class[@source='gest.intervention.Intervention']/field[@source='mTypeEvenement']
class-field,gest.intervention.Intervention,mVectTabsStates,listeEtatOnglet,listeEtatOnglet,Etat,/classes/class[@source='gest.intervention.Intervention']/field[@source='mVectTabsStates']
class-field,gest.intervention.Intervention,mVieHumaine,vieHumaine,vieHumaine,vie,/classes/class[@source='gest.intervention.Intervention']/field[@source='mVieHumaine']
class-field,gest.intervention.Intervention,mIDAssigneA,idAssigneA,idAssigneA,A,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIDAssigneA']
class-field,gest.intervention.Intervention,mIDCodeAppel,idCodeAppel,idCodeAppel,Code,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIDCodeAppel']
class-field,gest.intervention.Intervention,mIDCodeAppelInitial,idCodeAppelInitial,idCodeAppelInitial,Code,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIDCodeAppelInitial']
class-field,gest.intervention.Intervention,mIDFichAS805,idFichAS805,idFichAs805,Fich|AS|805,/classes/class[@source='gest.intervention.Intervention']/field[@source='mIDFichAS805']
class-field,gest.intervention.MemoFactDetail,mCodeProduit,codeProduit,codeProduit,code,/classes/class[@source='gest.intervention.MemoFactDetail']/field[@source='mCodeProduit']
class-field,gest.intervention.MemoFactDetail,mPosteBud,posteBud,posteBud,Bud,/classes/class[@source='gest.intervention.MemoFactDetail']/field[@source='mPosteBud']
class-field,gest.intervention.MemoFactDetail,mPrixUnitaire,prixUnitaire,prixUnitaire,prix,/classes/class[@source='gest.intervention.MemoFactDetail']/field[@source='mPrixUnitaire']
class-field,gest.intervention.MemoFactDetail,mUniteMes,uniteMes,uniteMes,Mes,/classes/class[@source='gest.intervention.MemoFactDetail']/field[@source='mUniteMes']
class-field,gest.intervention.MemoFacturation,mDernExport,dernExport,dernExport,dern,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mDernExport']
class-field,gest.intervention.MemoFacturation,mFactureDate,factureDate,factureDate,Date,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mFactureDate']
class-field,gest.intervention.MemoFacturation,mFactureNom,factureNom,factureNom,Nom,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mFactureNom']
class-field,gest.intervention.MemoFacturation,mNumMemo,numMemo,numeroMemo,Memo,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mNumMemo']
class-field,gest.intervention.MemoFacturation,mServDateDebut,servDateDebut,servDateDebut,serv|Date,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mServDateDebut']
class-field,gest.intervention.MemoFacturation,mServDateFin,servDateFin,servDateFin,serv|Date,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mServDateFin']
class-field,gest.intervention.MemoFacturation,mVectMemoFactDetail,listeMemoFactDetail,listeMemoFactDetail,Memo|Fact,/classes/class[@source='gest.intervention.MemoFacturation']/field[@source='mVectMemoFactDetail']
class-field,gest.intervention.ParamCarteAppel,mChampDeduitPremInterv,champDeduitPremInterv,champDeduitPremIntervention,Prem,/classes/class[@source='gest.intervention.ParamCarteAppel']/field[@source='mChampDeduitPremInterv']
class-field,gest.intervention.ParamCarteAppel,mCodeService,codeService,codeService,code,/classes/class[@source='gest.intervention.ParamCarteAppel']/field[@source='mCodeService']
class-field,gest.intervention.ParamCarteAppel,mConfirmReimportSiCarteAppelModif,confirmReimportSiCarteAppelModif,confirmReimportSiCarteAppelModif,Si,/classes/class[@source='gest.intervention.ParamCarteAppel']/field[@source='mConfirmReimportSiCarteAppelModif']
